PATTERNID,PATTERNSET,PATTERNNATURE,PATTERNNAME,PATTERNDESCRIPTION,REGEXPATTERN,PRIORITY,CATEGORY,FIX,REMEDIATION,REMEDIATIONDESCRIPTION,REMEDIATIONEFFORT,MANDAYS,SNO_PHASE_BATCH,TOTAL,APPLICATIONNAME,TRACK,PHASE,BATCH,APPLICABLE THIRD PARTY NEW JAR,JDK-COMPATIBILITYSTATUS-CONCLUDED,JDK8-COMPATIBLE,JDK21-COMPATIBLE,JDKCOMPATIBILITYRULEHINT,WLS12CCOMPATIBLE,WLS14CCOMPATIBLE,OPENREWRITE_RECEIPE,TESTCASE_UNIT_NO,TOTAL
219,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-digester.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.digester|org\.apache\.commons\.digester\.xmlrules|org\.apache\.commons\.digester\.plugins|org\.apache\.commons\.digester\.substitution|org\.apache\.commons\.digester\.parser|org\.apache\.commons\.digester\.SetNestedPropertiesRule\$AnyChildRules|org\.apache\.commons\.digester\.SetNestedPropertiesRule\$AnyChildRule|org\.apache\.commons\.digester\.AbstractObjectCreationFactory|org\.apache\.commons\.digester\.NodeCreateRule\$NodeBuilder|org\.apache\.commons\.digester\.ParserFeatureSetterFactory)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.digester|org\.apache\.commons\.digester\.xmlrules|org\.apache\.commons\.digester\.plugins|org\.apache\.commons\.digester\.substitution|org\.apache\.commons\.digester\.parser|org\.apache\.commons\.digester\.SetNestedPropertiesRule\$AnyChildRules|org\.apache\.commons\.digester\.SetNestedPropertiesRule\$AnyChildRule|org\.apache\.commons\.digester\.AbstractObjectCreationFactory|org\.apache\.commons\.digester\.NodeCreateRule\$NodeBuilder|org\.apache\.commons\.digester\.ParserFeatureSetterFactory)\.)|(?:\b(?:org\.apache\.commons\.digester|org\.apache\.commons\.digester\.xmlrules|org\.apache\.commons\.digester\.plugins|org\.apache\.commons\.digester\.substitution|org\.apache\.commons\.digester\.parser|org\.apache\.commons\.digester\.SetNestedPropertiesRule\$AnyChildRules|org\.apache\.commons\.digester\.SetNestedPropertiesRule\$AnyChildRule|org\.apache\.commons\.digester\.AbstractObjectCreationFactory|org\.apache\.commons\.digester\.NodeCreateRule\$NodeBuilder|org\.apache\.commons\.digester\.ParserFeatureSetterFactory)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,172,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
226,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-pool-1.2.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.pool|org\.apache\.commons\.pool\.impl|org\.apache\.commons\.pool\.BaseKeyedPoolableObjectFactory|org\.apache\.commons\.pool\.KeyedPoolableObjectFactory|org\.apache\.commons\.pool\.BasePoolableObjectFactory|org\.apache\.commons\.pool\.KeyedObjectPoolFactory|org\.apache\.commons\.pool\.PoolableObjectFactory|org\.apache\.commons\.pool\.BaseKeyedObjectPool|org\.apache\.commons\.pool\.ObjectPoolFactory|org\.apache\.commons\.pool\.KeyedObjectPool)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.pool|org\.apache\.commons\.pool\.impl|org\.apache\.commons\.pool\.BaseKeyedPoolableObjectFactory|org\.apache\.commons\.pool\.KeyedPoolableObjectFactory|org\.apache\.commons\.pool\.BasePoolableObjectFactory|org\.apache\.commons\.pool\.KeyedObjectPoolFactory|org\.apache\.commons\.pool\.PoolableObjectFactory|org\.apache\.commons\.pool\.BaseKeyedObjectPool|org\.apache\.commons\.pool\.ObjectPoolFactory|org\.apache\.commons\.pool\.KeyedObjectPool)\.)|(?:\b(?:org\.apache\.commons\.pool|org\.apache\.commons\.pool\.impl|org\.apache\.commons\.pool\.BaseKeyedPoolableObjectFactory|org\.apache\.commons\.pool\.KeyedPoolableObjectFactory|org\.apache\.commons\.pool\.BasePoolableObjectFactory|org\.apache\.commons\.pool\.KeyedObjectPoolFactory|org\.apache\.commons\.pool\.PoolableObjectFactory|org\.apache\.commons\.pool\.BaseKeyedObjectPool|org\.apache\.commons\.pool\.ObjectPoolFactory|org\.apache\.commons\.pool\.KeyedObjectPool)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,173,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
227,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-validator.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.validator|org\.apache\.commons\.validator\.ValidatorResourcesInitializer|org\.apache\.commons\.validator\.ValidatorResult\$ResultStatus|org\.apache\.commons\.validator\.GenericTypeValidator|org\.apache\.commons\.validator\.ValidatorResources|org\.apache\.commons\.validator\.ValidatorException|org\.apache\.commons\.validator\.ValidatorResults|org\.apache\.commons\.validator\.GenericValidator|org\.apache\.commons\.validator\.ValidatorAction|org\.apache\.commons\.validator\.ValidatorResult)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.validator|org\.apache\.commons\.validator\.ValidatorResourcesInitializer|org\.apache\.commons\.validator\.ValidatorResult\$ResultStatus|org\.apache\.commons\.validator\.GenericTypeValidator|org\.apache\.commons\.validator\.ValidatorResources|org\.apache\.commons\.validator\.ValidatorException|org\.apache\.commons\.validator\.ValidatorResults|org\.apache\.commons\.validator\.GenericValidator|org\.apache\.commons\.validator\.ValidatorAction|org\.apache\.commons\.validator\.ValidatorResult)\.)|(?:\b(?:org\.apache\.commons\.validator|org\.apache\.commons\.validator\.ValidatorResourcesInitializer|org\.apache\.commons\.validator\.ValidatorResult\$ResultStatus|org\.apache\.commons\.validator\.GenericTypeValidator|org\.apache\.commons\.validator\.ValidatorResources|org\.apache\.commons\.validator\.ValidatorException|org\.apache\.commons\.validator\.ValidatorResults|org\.apache\.commons\.validator\.GenericValidator|org\.apache\.commons\.validator\.ValidatorAction|org\.apache\.commons\.validator\.ValidatorResult)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,174,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
230,Set 3 - Third Party,THIRD-PARTY (UPLOAD jar),cos.jar,Third-party library present in application lib folder (exploded project).,,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,175,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
231,Set 3 - Third Party,THIRD-PARTY (HELP jar),dhbcore.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.ibm\.disthub2|com\.ibm\.disthub2\.impl|com\.ibm\.disthub2\.impl\.formats|com\.ibm\.disthub2\.impl\.util|com\.ibm\.disthub2\.impl\.matching|com\.ibm\.disthub2\.spi|com\.ibm\.disthub2\.impl\.durable|com\.ibm\.disthub2\.impl\.gd|com\.ibm\.disthub2\.impl\.jms|com\.ibm\.disthub2\.impl\.client)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.ibm\.disthub2|com\.ibm\.disthub2\.impl|com\.ibm\.disthub2\.impl\.formats|com\.ibm\.disthub2\.impl\.util|com\.ibm\.disthub2\.impl\.matching|com\.ibm\.disthub2\.spi|com\.ibm\.disthub2\.impl\.durable|com\.ibm\.disthub2\.impl\.gd|com\.ibm\.disthub2\.impl\.jms|com\.ibm\.disthub2\.impl\.client)\.)|(?:\b(?:com\.ibm\.disthub2|com\.ibm\.disthub2\.impl|com\.ibm\.disthub2\.impl\.formats|com\.ibm\.disthub2\.impl\.util|com\.ibm\.disthub2\.impl\.matching|com\.ibm\.disthub2\.spi|com\.ibm\.disthub2\.impl\.durable|com\.ibm\.disthub2\.impl\.gd|com\.ibm\.disthub2\.impl\.jms|com\.ibm\.disthub2\.impl\.client)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,176,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
233,Set 3 - Third Party,THIRD-PARTY (SECURITY jar),eddsa-0.3.0.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:net\.i2p\.crypto\.eddsa|net\.i2p\.crypto\.eddsa\.math|net\.i2p\.crypto\.eddsa\.spec|net\.i2p\.crypto\.eddsa\.EdDSAEngine\$OneShotSpec|net\.i2p\.crypto\.eddsa\.EdDSASecurityProvider\$1|net\.i2p\.crypto\.eddsa\.EdDSASecurityProvider|net\.i2p\.crypto\.eddsa\.KeyPairGenerator|net\.i2p\.crypto\.eddsa\.EdDSAPrivateKey|net\.i2p\.crypto\.eddsa\.EdDSAPublicKey|net\.i2p\.crypto\.eddsa\.EdDSAEngine\$1)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:net\.i2p\.crypto\.eddsa|net\.i2p\.crypto\.eddsa\.math|net\.i2p\.crypto\.eddsa\.spec|net\.i2p\.crypto\.eddsa\.EdDSAEngine\$OneShotSpec|net\.i2p\.crypto\.eddsa\.EdDSASecurityProvider\$1|net\.i2p\.crypto\.eddsa\.EdDSASecurityProvider|net\.i2p\.crypto\.eddsa\.KeyPairGenerator|net\.i2p\.crypto\.eddsa\.EdDSAPrivateKey|net\.i2p\.crypto\.eddsa\.EdDSAPublicKey|net\.i2p\.crypto\.eddsa\.EdDSAEngine\$1)\.)|(?:\b(?:net\.i2p\.crypto\.eddsa|net\.i2p\.crypto\.eddsa\.math|net\.i2p\.crypto\.eddsa\.spec|net\.i2p\.crypto\.eddsa\.EdDSAEngine\$OneShotSpec|net\.i2p\.crypto\.eddsa\.EdDSASecurityProvider\$1|net\.i2p\.crypto\.eddsa\.EdDSASecurityProvider|net\.i2p\.crypto\.eddsa\.KeyPairGenerator|net\.i2p\.crypto\.eddsa\.EdDSAPrivateKey|net\.i2p\.crypto\.eddsa\.EdDSAPublicKey|net\.i2p\.crypto\.eddsa\.EdDSAEngine\$1)\.[A-Za-z_$][\w$]*\b)",Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1,177,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Crypto,NA,NA,NA,NA,0
235,Set 3 - Third Party,THIRD-PARTY (CACHE jar),ehcache-0.9.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:net\.sf\.ehcache|net\.sf\.ehcache\.store|net\.sf\.ehcache\.config|net\.sf\.ehcache\.constructs\.blocking|net\.sf\.ehcache\.hibernate|net\.sf\.ehcache\.store\.MemoryStore\$SpoolingLinkedHashMap|net\.sf\.ehcache\.config\.Configuration\$DefaultCache|net\.sf\.ehcache\.store\.MemoryStore\$SpoolingLRUMap|net\.sf\.ehcache\.config\.BeanHandler\$ElementInfo|net\.sf\.ehcache\.config\.Configuration\$DiskStore)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:net\.sf\.ehcache|net\.sf\.ehcache\.store|net\.sf\.ehcache\.config|net\.sf\.ehcache\.constructs\.blocking|net\.sf\.ehcache\.hibernate|net\.sf\.ehcache\.store\.MemoryStore\$SpoolingLinkedHashMap|net\.sf\.ehcache\.config\.Configuration\$DefaultCache|net\.sf\.ehcache\.store\.MemoryStore\$SpoolingLRUMap|net\.sf\.ehcache\.config\.BeanHandler\$ElementInfo|net\.sf\.ehcache\.config\.Configuration\$DiskStore)\.)|(?:\b(?:net\.sf\.ehcache|net\.sf\.ehcache\.store|net\.sf\.ehcache\.config|net\.sf\.ehcache\.constructs\.blocking|net\.sf\.ehcache\.hibernate|net\.sf\.ehcache\.store\.MemoryStore\$SpoolingLinkedHashMap|net\.sf\.ehcache\.config\.Configuration\$DefaultCache|net\.sf\.ehcache\.store\.MemoryStore\$SpoolingLRUMap|net\.sf\.ehcache\.config\.BeanHandler\$ElementInfo|net\.sf\.ehcache\.config\.Configuration\$DiskStore)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,178,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
238,Set 3 - Third Party,THIRD-PARTY (JNDI jar),fscontext.jar,Third-party library present in application lib folder (exploded project).,,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,179,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
252,Set 3 - Third Party,THIRD-PARTY (REGEXP jar),jakarta-oro.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.oro|org\.apache\.oro\.text|org\.apache\.oro\.text\.regex|org\.apache\.oro\.text\.awk|org\.apache\.oro\.util|org\.apache\.oro\.io|org\.apache\.oro\.text\.perl|org\.apache\.oro\.text\.MalformedCachePatternException|org\.apache\.oro\.text\.MatchActionProcessor|org\.apache\.oro\.text\.GenericPatternCache)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.oro|org\.apache\.oro\.text|org\.apache\.oro\.text\.regex|org\.apache\.oro\.text\.awk|org\.apache\.oro\.util|org\.apache\.oro\.io|org\.apache\.oro\.text\.perl|org\.apache\.oro\.text\.MalformedCachePatternException|org\.apache\.oro\.text\.MatchActionProcessor|org\.apache\.oro\.text\.GenericPatternCache)\.)|(?:\b(?:org\.apache\.oro|org\.apache\.oro\.text|org\.apache\.oro\.text\.regex|org\.apache\.oro\.text\.awk|org\.apache\.oro\.util|org\.apache\.oro\.io|org\.apache\.oro\.text\.perl|org\.apache\.oro\.text\.MalformedCachePatternException|org\.apache\.oro\.text\.MatchActionProcessor|org\.apache\.oro\.text\.GenericPatternCache)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,180,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
255,Set 3 - Third Party,THIRD-PARTY (XML jar),jaxen-core.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.jaxen|org\.jaxen\.expr|org\.jaxen\.function|org\.jaxen\.util|org\.jaxen\.expr\.iter|org\.jaxen\.pattern|org\.jaxen\.function\.ext|org\.jaxen\.util\.PrecedingAxisIterator\$ReverseDescendantOrSelfAxisIterator|org\.jaxen\.function\.ext\.MatrixConcatFunction\$MatrixEnum|org\.jaxen\.expr\.DefaultProcessingInstructionNodeStep)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.jaxen|org\.jaxen\.expr|org\.jaxen\.function|org\.jaxen\.util|org\.jaxen\.expr\.iter|org\.jaxen\.pattern|org\.jaxen\.function\.ext|org\.jaxen\.util\.PrecedingAxisIterator\$ReverseDescendantOrSelfAxisIterator|org\.jaxen\.function\.ext\.MatrixConcatFunction\$MatrixEnum|org\.jaxen\.expr\.DefaultProcessingInstructionNodeStep)\.)|(?:\b(?:org\.jaxen|org\.jaxen\.expr|org\.jaxen\.function|org\.jaxen\.util|org\.jaxen\.expr\.iter|org\.jaxen\.pattern|org\.jaxen\.function\.ext|org\.jaxen\.util\.PrecedingAxisIterator\$ReverseDescendantOrSelfAxisIterator|org\.jaxen\.function\.ext\.MatrixConcatFunction\$MatrixEnum|org\.jaxen\.expr\.DefaultProcessingInstructionNodeStep)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,181,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
256,Set 3 - Third Party,THIRD-PARTY (JDOM jar),jaxen-jdom.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.jaxen\.jdom|org\.jaxen\.jdom\.DocumentNavigator\$Singleton|org\.jaxen\.jdom\.DocumentNavigator|org\.jaxen\.jdom\.XPathNamespace|org\.jaxen\.jdom\.JDOMXPath)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.jaxen\.jdom|org\.jaxen\.jdom\.DocumentNavigator\$Singleton|org\.jaxen\.jdom\.DocumentNavigator|org\.jaxen\.jdom\.XPathNamespace|org\.jaxen\.jdom\.JDOMXPath)\.)|(?:\b(?:org\.jaxen\.jdom|org\.jaxen\.jdom\.DocumentNavigator\$Singleton|org\.jaxen\.jdom\.DocumentNavigator|org\.jaxen\.jdom\.XPathNamespace|org\.jaxen\.jdom\.JDOMXPath)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,182,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
258,Set 3 - Third Party,THIRD-PARTY (SECURITY jar),jcprov.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:eracom_tech\.jcprov|eracom_tech\.jcprov\.constants|eracom_tech\.jcprov\.params|eracom_tech\.jcprov\.params\.CK_SSL3_MASTER_KEY_DERIVE_PARAMS|eracom_tech\.jcprov\.constants\.CK_RSA_PKCS_OAEP_SOURCE_TYPE|eracom_tech\.jcprov\.params\.CK_KEY_DERIVATION_STRING_DATA|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_DESTROYMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_CREATEMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_UNLOCKMUTEX|eracom_tech\.jcprov\.params\.CK_PKCS12_PBE_IMPORT_PARAMS)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:eracom_tech\.jcprov|eracom_tech\.jcprov\.constants|eracom_tech\.jcprov\.params|eracom_tech\.jcprov\.params\.CK_SSL3_MASTER_KEY_DERIVE_PARAMS|eracom_tech\.jcprov\.constants\.CK_RSA_PKCS_OAEP_SOURCE_TYPE|eracom_tech\.jcprov\.params\.CK_KEY_DERIVATION_STRING_DATA|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_DESTROYMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_CREATEMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_UNLOCKMUTEX|eracom_tech\.jcprov\.params\.CK_PKCS12_PBE_IMPORT_PARAMS)\.)|(?:\b(?:eracom_tech\.jcprov|eracom_tech\.jcprov\.constants|eracom_tech\.jcprov\.params|eracom_tech\.jcprov\.params\.CK_SSL3_MASTER_KEY_DERIVE_PARAMS|eracom_tech\.jcprov\.constants\.CK_RSA_PKCS_OAEP_SOURCE_TYPE|eracom_tech\.jcprov\.params\.CK_KEY_DERIVATION_STRING_DATA|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_DESTROYMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_CREATEMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_UNLOCKMUTEX|eracom_tech\.jcprov\.params\.CK_PKCS12_PBE_IMPORT_PARAMS)\.[A-Za-z_$][\w$]*\b)",Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1,183,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Crypto,NA,NA,NA,NA,0
269,Set 3 - Third Party,THIRD-PARTY (LOG4J jar),log4j-core-2.17.1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.logging\.log4j\.core)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.logging\.log4j\.core)\.)|(?:\b(?:org\.apache\.logging\.log4j\.core)\.[A-Za-z_$][\w$]*\b)",Low,Logging Backend,Keep Log4j2; ensure api/core versions aligned and no Log4j 1.x remains.,No-Change/Align,Validate consistent Log4j2 version and configuration.,Low,0.25,184,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Log4j2,NA,NA,NA,NA,0
273,Set 3 - Third Party,THIRD-PARTY (DB jar),odmg-3.0.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.odmg|org\.odmg\.QueryParameterCountInvalidException|org\.odmg\.ClassNotPersistenceCapableException|org\.odmg\.QueryParameterTypeInvalidException|org\.odmg\.TransactionNotInProgressException|org\.odmg\.TransactionInProgressException|org\.odmg\.ObjectNameNotUniqueException|org\.odmg\.ObjectNotPersistentException|org\.odmg\.DatabaseIsReadOnlyException|org\.odmg\.TransactionAbortedException)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.odmg|org\.odmg\.QueryParameterCountInvalidException|org\.odmg\.ClassNotPersistenceCapableException|org\.odmg\.QueryParameterTypeInvalidException|org\.odmg\.TransactionNotInProgressException|org\.odmg\.TransactionInProgressException|org\.odmg\.ObjectNameNotUniqueException|org\.odmg\.ObjectNotPersistentException|org\.odmg\.DatabaseIsReadOnlyException|org\.odmg\.TransactionAbortedException)\.)|(?:\b(?:org\.odmg|org\.odmg\.QueryParameterCountInvalidException|org\.odmg\.ClassNotPersistenceCapableException|org\.odmg\.QueryParameterTypeInvalidException|org\.odmg\.TransactionNotInProgressException|org\.odmg\.TransactionInProgressException|org\.odmg\.ObjectNameNotUniqueException|org\.odmg\.ObjectNotPersistentException|org\.odmg\.DatabaseIsReadOnlyException|org\.odmg\.TransactionAbortedException)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,185,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
276,Set 3 - Third Party,THIRD-PARTY (UPLOAD jar),oreilly_upload.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.oreilly\.servlet|com\.oreilly\.servlet\.multipart|com\.oreilly\.servlet\.multipart\.MacBinaryDecoderOutputStream|com\.oreilly\.servlet\.multipart\.BufferedServletInputStream|com\.oreilly\.servlet\.multipart\.LimitedServletInputStream|com\.oreilly\.servlet\.multipart\.DefaultFileRenamePolicy|com\.oreilly\.servlet\.ParameterNotFoundException|com\.oreilly\.servlet\.multipart\.FileRenamePolicy|com\.oreilly\.servlet\.multipart\.PartInputStream|com\.oreilly\.servlet\.multipart\.MultipartParser)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.oreilly\.servlet|com\.oreilly\.servlet\.multipart|com\.oreilly\.servlet\.multipart\.MacBinaryDecoderOutputStream|com\.oreilly\.servlet\.multipart\.BufferedServletInputStream|com\.oreilly\.servlet\.multipart\.LimitedServletInputStream|com\.oreilly\.servlet\.multipart\.DefaultFileRenamePolicy|com\.oreilly\.servlet\.ParameterNotFoundException|com\.oreilly\.servlet\.multipart\.FileRenamePolicy|com\.oreilly\.servlet\.multipart\.PartInputStream|com\.oreilly\.servlet\.multipart\.MultipartParser)\.)|(?:\b(?:com\.oreilly\.servlet|com\.oreilly\.servlet\.multipart|com\.oreilly\.servlet\.multipart\.MacBinaryDecoderOutputStream|com\.oreilly\.servlet\.multipart\.BufferedServletInputStream|com\.oreilly\.servlet\.multipart\.LimitedServletInputStream|com\.oreilly\.servlet\.multipart\.DefaultFileRenamePolicy|com\.oreilly\.servlet\.ParameterNotFoundException|com\.oreilly\.servlet\.multipart\.FileRenamePolicy|com\.oreilly\.servlet\.multipart\.PartInputStream|com\.oreilly\.servlet\.multipart\.MultipartParser)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,186,0,NA,NA,NA,NA,NA,NA,NA,NA,Dual-Review,NA,NA,NA,NA,0
